959,539,-0.0
959,539,0.033
959,539,0.067
959,539,0.1
899,859,0.133
1135,863,0.167
1211,860,0.2
1283,855,0.233
1353,849,0.266
1422,843,0.3
1486,834,0.333
1546,825,0.366
1600,817,0.4
1648,808,0.433
1691,800,0.466
1726,794,0.5
1755,787,0.533
1777,782,0.566
1792,778,0.6
1798,776,0.633
1798,776,0.666
1790,777,0.7
1775,780,0.733
1752,783,0.766
1722,789,0.799
1686,795,0.833
1643,802,0.866
1594,809,0.899
1539,817,0.933
1480,824,0.966
1416,831,0.999
1348,837,1.033
1277,842,1.066
1203,846,1.099
1128,849,1.132
1052,850,1.166
975,849,1.199
749,839,1.299
677,833,1.332
607,826,1.366
539,818,1.399
476,809,1.432
417,800,1.466
362,791,1.499
313,781,1.532
269,773,1.565
230,765,1.599
198,758,1.632
172,752,1.665
152,748,1.699
139,745,1.732
133,743,1.765
133,744,1.799
140,748,1.832
155,752,1.865
176,758,1.899
204,765,1.932
237,774,1.965
278,783,1.999
325,793,2.032
377,804,2.065
435,814,2.098
497,823,2.132
565,834,2.165
634,842,2.198
707,849,2.232
781,854,2.265
858,858,2.298
935,861,2.332
1013,862,2.365
1091,862,2.398
1168,860,2.432
1242,856,2.465
1315,851,2.498
1384,845,2.531
1449,838,2.565
1509,830,2.598
1567,822,2.631
1619,814,2.665
1665,806,2.698
1704,798,2.731
1737,792,2.765
1762,786,2.798
1779,782,2.831
1790,779,2.864
1793,778,2.898
1791,778,2.931
1779,780,2.964
1761,783,2.998
1733,788,3.031
1701,794,3.064
1662,800,3.098
1618,807,3.131
1566,815,3.164
1510,823,3.198
1449,830,3.231
1383,837,3.264
1315,843,3.298
1243,847,3.331
1169,851,3.364
1094,853,3.397
1018,854,3.431
942,853,3.464
866,850,3.497
792,846,3.531
718,841,3.564
647,835,3.597
579,827,3.631
514,819,3.664
453,809,3.697
396,800,3.731
344,791,3.764
297,782,3.797
255,774,3.83
219,766,3.864
190,759,3.897
166,754,3.93
149,751,3.964
139,749,3.997
136,748,4.03
139,750,4.064
149,753,4.097
166,758,4.13
190,764,4.164
220,772,4.197
257,781,4.23
300,790,4.263
17,993,4.297
403,811,4.33
463,821,4.363
527,831,4.397
595,839,4.43
664,845,4.463
739,853,4.497
815,858,4.53
892,861,4.563
970,863,4.596
1048,864,4.63
1125,862,4.663
1199,859,4.696
1272,855,4.73
1341,848,4.763
1408,842,4.796
1471,834,4.83
1530,826,4.863
1584,818,4.896
1632,810,4.93
1673,802,4.963
1709,795,4.996
1738,789,5.03
1760,785,5.063
1775,781,5.096
1782,779,5.129
1782,778,5.163
1776,779,5.196
1761,782,5.229
1740,785,5.263
1712,790,5.296
1677,797,5.329
1634,804,5.363
1586,811,5.396
1533,819,5.429
1475,827,5.463
1413,834,5.496
1346,840,5.529
1276,845,5.562
1204,849,5.596
1132,851,5.629
1057,853,5.662
980,853,5.696
905,851,5.729
831,848,5.762
758,844,5.796
686,838,5.829
617,831,5.862
551,823,5.896
488,815,5.929
428,806,5.962
373,796,5.995
323,787,6.029
278,778,6.062
240,770,6.095
207,763,6.129
180,758,6.162
159,753,6.195
145,750,6.229
138,749,6.262
137,749,6.295
143,752,6.329
158,756,6.362
177,761,6.395
205,768,6.429
237,776,6.462
277,785,6.495
323,795,6.528
374,805,6.562
430,815,6.595
492,825,6.628
557,834,6.662
626,842,6.695
697,849,6.728
772,855,6.762
847,860,6.795
924,863,6.828
1002,865,6.862
1078,865,6.895
1153,862,6.928
1227,857,6.961
1301,854,6.995
1370,848,7.028
1434,840,7.061
1495,831,7.095
1551,823,7.128
1602,815,7.161
1648,808,7.195
1687,800,7.228
1720,794,7.261
1745,788,7.294
1763,784,7.328
1775,781,7.361
1779,779,7.394
1776,779,7.428
1766,781,7.461
1748,784,7.494
1724,788,7.528
1693,793,7.561
1655,800,7.594
1611,807,7.628
1562,814,7.661
1507,822,7.694
1447,829,7.728
1383,836,7.761
1316,842,7.794
1246,847,7.827
1174,850,7.861
1100,853,7.894
1025,854,7.927
950,853,7.961
875,851,7.994
802,847,8.027
734,844,8.061
660,837,8.094
592,830,8.127
530,823,8.161
467,814,8.194
407,804,8.227
357,795,8.26
308,786,8.294
267,778,8.327
231,770,8.36
202,764,8.394
178,758,8.427
160,755,8.46
149,753,8.494
145,753,8.527
