959,539,0.033
959,539,0.033
959,539,0.067
959,539,0.1
861,857,0.133
804,858,0.167
664,857,0.2
622,856,0.233
577,853,0.266
534,853,0.3
504,850,0.333
473,847,0.366
446,845,0.4
423,844,0.433
406,842,0.466
409,731,0.5
400,744,0.533
397,754,0.566
400,751,0.599
409,742,0.633
410,848,0.666
429,850,0.699
452,853,0.733
481,857,0.766
514,860,0.799
551,863,0.833
592,867,0.866
637,870,0.899
684,873,0.933
733,874,0.966
784,874,0.999
837,874,1.033
890,874,1.066
942,872,1.099
994,870,1.132
1045,867,1.166
1095,863,1.199
1144,859,1.232
1191,854,1.266
1235,848,1.299
1276,843,1.332
1315,837,1.366
1351,831,1.399
1384,825,1.432
1412,820,1.466
1436,815,1.499
1456,811,1.532
1473,806,1.565
1485,802,1.599
1481,702,1.632
1487,720,1.665
1487,720,1.699
1490,797,1.732
1481,797,1.765
1468,802,1.799
1450,805,1.832
1428,809,1.865
1403,812,1.899
1373,817,1.932
1341,822,1.965
1304,827,1.999
1265,832,2.032
1223,837,2.065
1179,841,2.098
1133,846,2.132
1084,850,2.165
1035,853,2.198
984,857,2.232
933,859,2.265
881,860,2.298
831,861,2.332
781,860,2.365
732,860,2.398
686,859,2.432
641,858,2.465
598,856,2.498
558,854,2.531
521,851,2.565
488,850,2.598
459,848,2.631
435,846,2.665
416,844,2.698
402,839,2.731
406,746,2.765
400,754,2.798
401,754,2.831
407,756,2.865
407,847,2.898
423,850,2.931
446,853,2.964
472,856,2.998
504,859,3.031
540,862,3.064
579,865,3.098
621,868,3.131
666,870,3.164
714,872,3.198
763,874,3.231
814,874,3.264
866,874,3.298
918,873,3.331
970,871,3.364
1022,868,3.397
1072,866,3.431
1122,862,3.464
1170,858,3.497
1216,853,3.531
1259,847,3.564
1298,841,3.597
1336,835,3.631
1370,828,3.664
1400,823,3.697
1426,817,3.731
1448,813,3.764
1466,809,3.797
1478,803,3.83
1475,695,3.864
1483,722,3.897
1484,720,3.93
1480,716,3.964
1481,795,3.997
1470,801,4.03
1454,804,4.064
1434,807,4.097
1410,811,4.13
1383,815,4.164
1351,820,4.197
1316,825,4.23
1277,830,4.263
1237,835,4.297
1194,839,4.33
1149,844,4.363
1102,848,4.397
1054,851,4.43
1004,854,4.463
953,856,4.497
902,858,4.53
851,859,4.563
801,860,4.596
752,859,4.63
704,859,4.663
658,857,4.696
614,856,4.73
573,854,4.763
535,852,4.796
502,850,4.83
471,848,4.863
445,847,4.896
424,845,4.93
408,844,4.963
415,716,4.996
406,729,5.03
404,741,5.063
408,735,5.096
420,715,5.129
417,851,5.163
437,854,5.196
462,856,5.229
492,859,5.263
527,862,5.296
564,865,5.329
605,868,5.363
649,870,5.396
695,872,5.429
744,873,5.463
794,874,5.496
845,874,5.529
897,873,5.562
949,871,5.596
1004,869,5.629
1052,866,5.662
1103,862,5.696
1153,858,5.729
1197,853,5.762
1240,848,5.796
1281,842,5.829
1319,836,5.862
1354,830,5.896
1385,824,5.929
1412,819,5.962
1436,814,5.995
1455,810,6.029
1471,805,6.062
1481,795,6.095
1476,696,6.129
1481,714,6.162
1479,706,6.195
1378,1046,6.229
1368,1046,6.262
1355,1047,6.295
1338,1049,6.329
1420,809,6.362
1394,813,6.395
1364,818,6.429
1331,823,6.462
1295,828,6.495
1257,832,6.528
1215,837,6.562
1171,842,6.595
1126,846,6.628
1078,849,6.662
1028,853,6.695
